term,ccode,section,instructor,organization,expl_lvl,q_treatment,visual,oral,help,interesting,overall,attendance,assign_helpful,printed_notes,textbook,new_material,assign_amount,hours_outside,num_responses,enrolled
1185,['ACTSC 371'],1,Surya Banerjee,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,52,119
1135,['CS 116'],1,Bisheng Liu,2.0,3.0,2.0,2.0,2.5,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,55,110
1131,['MATH 146'],1,Spiro Karigiannis,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,51,60
1161,"['STAT 220', 'STAT 230']",1,Mu Zhu,2.0,3.0,2.0,1.5,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,105,145
1175,['CS 338'],2,Bojana Bislimovska,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,45,96
1169,['MATH 674'],81,Peter Wood,1.0,3.0,1.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,47,105
1145,['CS 240'],1,Alex Lopez-Ortiz,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,89,122
1161,['ACTSC 372'],1,Javid Ali,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,120,186
1155,['CS 116'],2,Victoria Sakhnini,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,34,80
1185,['CS 350'],4,Zille Huma Kamal,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,3.0,3.0,3.0,10,47
1169,['MATH 135'],2,Judith Koeller,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,36,59
1151,"['CS 488', 'CS 688']",1,Gladimir Baranoski,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,19,37
1151,['MATH 128'],3,Mahya Ghandehari,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.5,2.0,3.0,3.0,2.0,45,111
1151,['STAT 333'],1,Yi Shen,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,39,79
1175,['CS 245'],2,Jonathan Buss,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,26,66
1139,['CS 360'],1,Shai Ben-David,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,40,55
1149,['MATH 104'],1,shahla Aliakbari,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,30,96
1161,['MATH 148'],1,Laurent Marcoux,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,32,61
1171,['CS 241'],4,Sean Kauffman,2.0,3.0,2.0,2.0,2.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,19,58
1149,['CS 251'],2,Igor Ivkovic,1.0,3.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,36,83
1149,['CS 341'],2,Iakov Nekrich,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,34,60
1149,['STAT 443'],1,Reza Ramezan,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,83,124
1171,['MATH 630'],81,Steve Brown,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,2.0,2.0,3.0,3.0,5.0,21,63
1185,['MATH 235'],4,Francine Vinette,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,23,32
1151,['CS 246'],2,Nomair Naeem,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.5,2.0,2.0,3.0,2.0,5.0,49,81
1175,['CS 330'],1,Michael Liu,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.5,2.0,2.0,3.0,3.0,3.0,2.0,66,115
1159,['CS 330'],2,Michael Liu,1.5,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,47,105
1131,['MATH 135'],51,J. P. Pretti,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.5,2.0,3.0,2.0,13,21
1141,"['CO 466', 'CO 666']",1,Tom Coleman,2.0,2.5,1.0,3.0,1.0,2.0,1.5,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,16,19
1185,['CS 115'],2,Cameron Morland,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,41,82
1151,['ACTSC 372'],1,Fan Yang,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,79,151
1159,['MATH 135'],23,Ian VanderBurgh,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.5,53,59
1161,['CS 349'],4,Jeffrey Avery,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,24,55
1181,['CS 116'],4,Lori Case,1.0,3.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,47,75
1181,"['STAT 331', 'SYDE 334']",1,Peter Balka,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,58,130
1169,"['ACTSC 974', 'STAT 974']",1,Greg Rice,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,17,28
1165,['ACTSC 632'],1,Christiane Lemieux,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,15,18
1159,['MATH 135'],25,Robert Garbary,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,39,53
1165,['CS 492'],1,Robin Cohen,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.5,2.0,2.0,2.0,2.0,3.0,3.0,2.0,35,49
1155,"['CS 449', 'CS 649']",1,Betty Chang,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,17,51
1181,"['AMATH 382', 'BIOL 382']",1,Brian Ingalls,1.5,3.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,2.0,2.0,20,29
1151,['CS 343'],1,Caroline Kierstead,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,41,74
1179,['MATH 127'],7,Leon Avery,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,67,102
1169,"['CS 458', 'CS 658']",1,Sergey Gorbunov,2.0,3.0,2.0,2.0,2.0,2.5,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,56,66
1135,['CO 480'],1,Steve Furino,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,68,100
1175,"['CO 471', 'CO 671']",1,Levent Tuncel,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,2.5,2.0,4.0,8,16
1159,"['ACTSC 974', 'STAT 974']",1,Tony Wirjanto,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,7,23
1149,['CO 456'],1,Jochen Koenemann,2.0,3.0,1.0,2.0,2.0,2.0,1.5,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,38,56
1131,['CS 135'],2,Azin Ashkan,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,43,87
1141,['AMATH 353'],1,Don Chang,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,29,47
1175,"['ACTSC 431', 'ACTSC 831']",1,Shengchao Zhuang,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,65,145
1159,"['CS 466', 'CS 666']",1,Bin Ma,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,31,53
1161,['MATH 237'],1,Joe West,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,89,149
1169,['CS 241'],3,Troy Michael Vasiga,1.0,3.0,1.0,1.0,1.0,2.5,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,15,38
1135,['ACTSC 221'],1,Peter Blake,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,2.0,3.0,3.0,2.0,26,73
1161,"['STAT 331', 'SYDE 334']",1,Kun Liang,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,71,145
1171,['STAT 330'],1,Yeying Zhu,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,55,104
1155,['ACTSC 232'],1,James Adcock,1.0,3.0,1.5,1.0,1.0,2.0,1.0,1.0,1.0,1.5,2.0,2.0,3.0,3.0,2.0,42,118
1155,['CS 360'],1,John Watrous,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.5,2.0,3.0,3.0,2.0,40,55
1151,['MATH 207'],1,Paula Smith,3.0,3.0,2.0,2.0,2.0,3.5,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3,13
1185,"['AMATH 242', 'CS 371']",1,Sverrir Thorgeirsson,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,43,101
1131,['CS 330'],1,Ahmed Ayaz Ataullah,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,52,134
1181,['STAT 202'],1,Nagham Mohammad,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,52,113
1185,['MATH 128'],1,Sascha Troscheit,2.0,3.0,2.0,2.0,2.0,1.5,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,27,72
1155,['ACTSC 231'],1,Keith Freeland,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,47,144
1139,['MATH 127'],4,Clinton Loo,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,56,102
1175,['CS 116'],3,Victoria Sakhnini,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,66,90
1165,"['CS 454', 'CS 654']",2,Khuzaima Daudjee,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,34,60
1171,['MATH 135'],7,Jonny Stephenson,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,30,66
1139,['MATH 127'],1,Anton Baglaenko,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,64,102
1171,['CS 370'],1,Christopher Batty,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,33,69
1159,['MATH 137'],1,Serge D'Alessio,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,49,57
1145,['MATH 247'],1,Stephen New,1.0,3.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,17,31
1161,['MATH 247'],1,Spiro Karigiannis,1.5,2.5,2.0,2.0,1.5,3.0,1.5,2.0,1.0,1.0,2.0,2.0,2.5,3.0,4.0,2,5
1159,['CS 135'],11,Albert Heinle,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.5,3.0,2.0,3.0,54,81
1151,['MATH 235'],2,Henry Wolkowicz,3.0,3.0,2.0,3.0,3.0,2.0,2.5,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,33,118
1185,['MATH 136'],3,Dan Wolczuk,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,48,99
1149,['MATBUS 470'],1,Keith Freeland,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,22,48
1141,['AMATH 250'],1,Joe West,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,87,181
1141,"['ACTSC 446', 'ACTSC 846']",1,Javid Ali,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.5,1.0,2.0,1.0,2.0,3.0,3.0,2.0,92,186
1149,"['AMATH 473', 'AMATH 673', 'PHYS 454']",1,Robert Koenig,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,23,13
1131,['AMATH 451'],1,David Siegel,1.0,3.0,2.0,2.0,2.0,2.5,2.0,1.0,1.0,1.5,2.0,1.5,3.0,3.0,2.0,21,33
1159,['ACTSC 231'],1,Keith Freeland,2.5,3.0,2.0,3.0,2.0,3.0,2.0,2.5,1.0,2.0,2.0,2.0,2.0,3.0,2.0,99,237
1149,['CS 115'],5,Lori Case,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,108,177
1155,['CS 886'],1,Ming Li,2.5,3.0,1.0,2.0,2.0,1.0,1.0,1.5,1.0,2.0,1.0,1.0,3.0,3.0,2.0,10,18
1149,['CS 338'],1,Eyhab Al-Masri,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.5,2.0,2.0,2.0,3.0,3.0,2.0,48,111
1185,['CS 240'],1,Eric Schost,2.0,2.5,1.0,1.5,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.5,2.0,10,123
1161,"['PMATH 446', 'PMATH 646']",1,Rahim Moosa,1.5,3.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,12,18
1179,['CS 251'],1,Rosina Kharal Kharal,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,45,79
1171,['MATH 247'],1,David Siegel,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,9,14
1179,['ACTSC 331'],1,Emily Kozlowski,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,58,89
1179,['MATH 137'],9,Jun Liu,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,60,78
1179,['AMATH 250'],2,Joe West,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,61,117
1155,['CS 246'],4,Ashif S Harji,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,41,86
1171,['ACTSC 462'],1,Scott Lennox,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,43,81
1159,['CS 115'],5,Safaa Bedawi,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,58,103
1151,"['PMATH 446', 'PMATH 646']",1,Jason Bell,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,26,29
1165,['STAT 330'],1,Peisong Han,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,60,143
1141,['MATH 249'],1,Kevin Purbhoo,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.5,3.0,3.0,3.0,9,18
1141,['MATH 148'],1,Frank Zorzitto,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,47,80
1149,['CO 250'],2,Konstantinos Georgiou,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,51,101
1141,['COMM 421'],1,Brent Matheson,3.0,3.0,2.5,3.0,3.0,2.0,2.0,2.5,1.0,2.0,2.0,2.0,3.0,3.0,2.0,29,51
1161,['STAT 211'],1,Joslin Goh,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,55,151
1185,['MATH 239'],2,Alan Arroyo Guevara,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,74,129
1131,['CS 370'],1,Yuying Li,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.5,2.0,2.5,3.0,3.0,2.0,47,79
1151,['CS 136'],6,Mark Petrick,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,62,109
1141,['MATH 128'],1,Jonas Jankauskas,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.5,2.5,3.0,2.0,26,92
1141,"['MATH 137', 'MATH 137']",1,Mohamad Alwan,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.5,2.0,3.0,3.0,2.0,17,98
1185,['STAT 337'],1,Cecilia Cotton,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,22,68
1155,['CS 251'],2,Rosina Kharal Kharal,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,51,98
1179,"['CS 458', 'CS 658']",1,Stefanie Roos,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.5,2.0,2.0,2.0,2.0,24,68
1161,['CS 146'],1,Brad Lushman,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,54,71
1155,['MATH 207'],1,Paula Smith,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.5,1.0,3.0,3.0,2.0,7,15
1169,['CS 115'],6,Fabrice Damir Mateo Matulic,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,51,90
1159,['COMM 431'],1,Michael Liu,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,13,24
1155,['STAT 230'],4,Conrad Hewitt,1.0,3.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,1.5,1.0,2.0,3.0,3.0,2.0,8,26
1169,"['CS 486', 'CS 686']",1,Chrysanne DiMarco,2.0,3.0,2.0,2.5,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,42,92
1155,['CS 338'],1,Eyhab Al-Masri,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.5,81,153
1159,"['CO 485', 'CO 685']",1,David Jao,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,19,27
1151,['STAT 231'],2,Chong Zhang,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.5,3.0,3.0,2.0,59,167
1185,['STAT 330'],2,Joslin Goh,2.0,3.0,1.5,1.0,2.0,1.0,2.0,1.5,2.0,2.0,1.0,2.0,3.0,3.0,2.0,51,131
1171,['MATH 228'],1,shahla Aliakbari,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,16,34
1149,"['AMATH 463', 'AMATH 663']",1,Marek Stastna,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.5,2.0,3.0,3.0,3.0,12,15
1139,"['AMATH 473', 'AMATH 673', 'PHYS 454']",1,Robert Koenig,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.5,3.0,2.0,3.0,31,16
1131,"['CS 452', 'CS 652']",1,William Cowan,1.0,3.0,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,13,20
1161,['CO 250'],2,Mehdi Karimi,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,31,53
1171,['MATH 146'],2,Ross Willard,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,43,58
1145,['ACTSC 331'],1,Diana Skrzydlo,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,53,77
1179,['CS 135'],6,Dave Tompkins,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,63,83
1149,['CS 348'],4,Ahmed Ayaz Ataullah,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,40,81
1131,['MATH 137'],2,Ashley Laura Sorensen,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,43,123
1185,"['CS 458', 'CS 658']",2,Khan Khan,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,36,77
1185,['AMATH 231'],1,Joe West,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5,2.0,2.0,3.0,3.0,2.0,31,60
1131,['CS 350'],2,Tim Brecht,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.5,2.0,2.0,3.0,2.0,3.0,38,72
1179,['MATH 135'],25,Ian Goulden,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,35,51
1185,['STAT 340'],2,Riley Metzger,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,48,126
1161,['CS 490'],1,Michael Liu,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.5,3.0,3.0,3.0,2.0,15,44
1169,['PMATH 347'],1,Yu-Ru Liu,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,26,39
1145,['MATH 239'],1,Peter Nelson,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,52,102
1181,['PMATH 370'],1,Edward Vrscay,1.5,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,22,50
1179,['ACTSC 462'],1,Scott Lennox,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.5,3.0,3.0,2.0,17,51
1169,['CS 335'],1,Yuying Li,3.0,2.0,2.0,2.0,3.0,2.5,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,32,110
1165,"['ACTSC 445', 'ACTSC 845']",1,Marius Hofert,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,42,114
1165,['CS 245'],1,David Toman,4.5,3.0,2.0,3.5,5.0,2.5,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,20,76
1181,['MATH 136'],5,Christopher Schafhauser,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,57,120
1179,['CS 116'],1,Victoria Sakhnini,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,50,85
1185,"['CS 489', 'CS 698']",1,Sun Sun,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,41,81
1159,['ACTSC 471'],1,Neil Brisley,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,5,12
1149,['MATH 138'],2,Amenda Chow,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,44,91
1171,['CS 115'],4,Collin Roberts,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,40,87
1155,['MATH 235'],2,Ghazal Geshnizjani,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,32,82
1149,['CS 251'],1,Igor Ivkovic,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.5,1.0,2.0,1.5,3.0,3.0,2.0,42,87
1179,"['PMATH 451', 'PMATH 651']",1,Christopher Schafhauser,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,11,17
1141,"['CS 450', 'CS 650']",1,Andrew Morton,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,25,39
1179,['CS 135'],1,Byron Weber Becker,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,46,64
1165,['MATH 239'],4,Bruce Richter,2.0,3.0,2.0,2.0,2.0,2.5,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,38,119
1165,['MATH 128'],1,Robert Garbary,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,51,130
1151,['CS 116'],5,Olga Zorin,1.5,3.0,1.0,2.0,2.0,1.5,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.5,76,137
